neighbourhood_group,neighbourhood,room_type,price,availability_365
Manhattan,Upper West Side,Entire home_apt,250,38
Queens,Jackson Heights,Entire home_apt,180,363
Brooklyn,Williamsburg,Private room,80,0
Manhattan,West Village,Private room,59,3
Brooklyn,Carroll Gardens,Entire home_apt,180,106
Manhattan,Gramercy,Private room,189,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,95,0
Manhattan,Gramercy,Private room,199,0
Manhattan,East Village,Private room,100,1
Manhattan,Greenwich Village,Private room,200,90
Manhattan,West Village,Entire home_apt,275,0
Brooklyn,Borough Park,Private room,55,363
Brooklyn,Bedford-Stuyvesant,Private room,62,356
Manhattan,Chinatown,Private room,93,11
Brooklyn,Bedford-Stuyvesant,Private room,62,324
Manhattan,East Harlem,Shared room,60,0
Brooklyn,Bedford-Stuyvesant,Private room,55,353
Brooklyn,Williamsburg,Private room,50,21
Brooklyn,Bedford-Stuyvesant,Private room,35,1
Staten Island,Randall Manor,Private room,22,261
Manhattan,Upper West Side,Private room,70,4
Manhattan,Upper West Side,Entire home_apt,350,135
Manhattan,Chelsea,Entire home_apt,98,0
Brooklyn,Clinton Hill,Entire home_apt,189,14
Bronx,Edenwald,Entire home_apt,95,311
Staten Island,Prince's Bay,Private room,118,353
Brooklyn,Greenpoint,Entire home_apt,230,0
Staten Island,Willowbrook,Entire home_apt,249,351
Manhattan,Harlem,Private room,75,68
Manhattan,East Harlem,Private room,80,193
Manhattan,West Village,Entire home_apt,250,0
Manhattan,Midtown,Entire home_apt,450,48
Manhattan,Harlem,Entire home_apt,130,0
Manhattan,Upper West Side,Entire home_apt,151,27
Queens,Jamaica,Private room,90,86
Brooklyn,Coney Island,Private room,290,364
Brooklyn,Borough Park,Private room,60,152
Manhattan,Chelsea,Private room,115,204
Manhattan,Financial District,Entire home_apt,200,0
Manhattan,West Village,Entire home_apt,250,0
Brooklyn,Bedford-Stuyvesant,Private room,44,77
Manhattan,East Village,Private room,160,0
Manhattan,Chelsea,Entire home_apt,329,252
Manhattan,Hell's Kitchen,Entire home_apt,135,5
Brooklyn,Bedford-Stuyvesant,Private room,70,0
Manhattan,East Village,Entire home_apt,275,275
Manhattan,Washington Heights,Private room,37,0
Brooklyn,Williamsburg,Entire home_apt,175,198
Manhattan,Midtown,Private room,100,174
Brooklyn,Bedford-Stuyvesant,Private room,55,79
Manhattan,Upper East Side,Entire home_apt,86,0
Manhattan,Midtown,Entire home_apt,200,0
Queens,Elmhurst,Private room,59,331
Manhattan,Chelsea,Entire home_apt,85,16
Manhattan,Upper East Side,Entire home_apt,215,0
Queens,Woodside,Private room,45,1
Brooklyn,Williamsburg,Entire home_apt,315,113
Brooklyn,Prospect-Lefferts Gardens,Shared room,47,0
Brooklyn,Downtown Brooklyn,Entire home_apt,149,11
Manhattan,East Village,Entire home_apt,100,5
Queens,Fresh Meadows,Entire home_apt,250,363
Brooklyn,Brighton Beach,Private room,65,283
Manhattan,Upper West Side,Private room,50,0
Brooklyn,Flatbush,Private room,65,287
Manhattan,Inwood,Entire home_apt,106,8
Brooklyn,Canarsie,Private room,59,178
Manhattan,Upper West Side,Entire home_apt,195,2
Brooklyn,Bedford-Stuyvesant,Entire home_apt,150,145
Brooklyn,Bushwick,Private room,65,27
Manhattan,Hell's Kitchen,Entire home_apt,700,134
Manhattan,East Harlem,Entire home_apt,275,29
Manhattan,Lower East Side,Entire home_apt,137,40
Brooklyn,Flatbush,Private room,55,287
Brooklyn,Williamsburg,Private room,70,287
Brooklyn,Fort Greene,Entire home_apt,165,29
Bronx,Concourse Village,Private room,47,332
Brooklyn,Bushwick,Private room,35,0
Queens,East Elmhurst,Entire home_apt,85,0
Brooklyn,Bedford-Stuyvesant,Private room,46,0
Brooklyn,Boerum Hill,Entire home_apt,130,194
Manhattan,Kips Bay,Entire home_apt,185,292
Brooklyn,Flatbush,Entire home_apt,100,0
Manhattan,Harlem,Private room,52,167
Brooklyn,Bedford-Stuyvesant,Private room,150,29
Brooklyn,Clinton Hill,Entire home_apt,88,0
Manhattan,Hell's Kitchen,Shared room,39,31
Queens,Sunnyside,Shared room,40,343
Manhattan,Chelsea,Entire home_apt,155,84
Queens,Ditmars Steinway,Private room,55,31
Brooklyn,Windsor Terrace,Private room,65,0
Manhattan,East Harlem,Private room,90,11
Brooklyn,Flatbush,Private room,54,286
Brooklyn,Flatbush,Private room,40,260
Brooklyn,Mill Basin,Entire home_apt,85,322
Queens,Elmhurst,Private room,34,0
Brooklyn,Brooklyn Heights,Entire home_apt,132,0
Manhattan,Harlem,Private room,80,0
Manhattan,Midtown,Entire home_apt,225,310
Manhattan,Upper East Side,Entire home_apt,285,365
Manhattan,Midtown,Entire home_apt,190,364
Brooklyn,Crown Heights,Private room,140,334
Brooklyn,Bedford-Stuyvesant,Entire home_apt,87,0
Queens,Ditmars Steinway,Private room,50,0
Brooklyn,Clinton Hill,Private room,120,0
Manhattan,Hell's Kitchen,Entire home_apt,165,2
Brooklyn,Bedford-Stuyvesant,Private room,50,0
Manhattan,Harlem,Private room,49,180
Manhattan,Chelsea,Private room,165,93
Brooklyn,Bedford-Stuyvesant,Entire home_apt,192,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,150,0
Brooklyn,Fort Greene,Entire home_apt,1200,0
Manhattan,East Village,Private room,415,0
Brooklyn,East Flatbush,Private room,75,123
Brooklyn,Bedford-Stuyvesant,Private room,60,2
Manhattan,Harlem,Entire home_apt,100,0
Brooklyn,Williamsburg,Entire home_apt,329,0
Brooklyn,Prospect-Lefferts Gardens,Private room,39,309
Manhattan,West Village,Entire home_apt,89,2
Brooklyn,Flatbush,Entire home_apt,150,29
Manhattan,Financial District,Entire home_apt,139,0
Manhattan,Chelsea,Entire home_apt,230,77
Brooklyn,Williamsburg,Private room,75,0
Brooklyn,Williamsburg,Entire home_apt,135,7
Manhattan,East Harlem,Entire home_apt,185,314
Manhattan,Upper East Side,Entire home_apt,128,30
Brooklyn,Crown Heights,Entire home_apt,110,32
Manhattan,Midtown,Private room,80,0
Manhattan,Chelsea,Entire home_apt,175,5
Brooklyn,Prospect Heights,Entire home_apt,160,28
Manhattan,East Village,Entire home_apt,250,135
Manhattan,West Village,Entire home_apt,225,0
Queens,East Elmhurst,Private room,45,0
Manhattan,Upper East Side,Entire home_apt,150,364
Staten Island,St. George,Private room,120,350
Brooklyn,Bushwick,Private room,50,80
Manhattan,Morningside Heights,Private room,60,110
Brooklyn,Bushwick,Private room,70,359
Brooklyn,Bushwick,Private room,80,361
Manhattan,Hell's Kitchen,Entire home_apt,200,155
Queens,Flushing,Entire home_apt,120,152
Queens,Ridgewood,Private room,53,0
Queens,Sunnyside,Entire home_apt,200,0
Manhattan,Upper West Side,Entire home_apt,175,215
Manhattan,SoHo,Private room,75,0
Manhattan,Chelsea,Entire home_apt,149,0
Brooklyn,Bedford-Stuyvesant,Private room,150,179
Brooklyn,Bushwick,Entire home_apt,110,13
Brooklyn,Park Slope,Entire home_apt,150,0
Manhattan,Upper East Side,Entire home_apt,147,11
Brooklyn,Bedford-Stuyvesant,Entire home_apt,150,0
Brooklyn,Sheepshead Bay,Private room,138,269
Brooklyn,Bedford-Stuyvesant,Private room,135,249
Brooklyn,Gravesend,Shared room,100,363
Bronx,Longwood,Private room,90,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,500,53
Staten Island,New Brighton,Private room,115,115
Brooklyn,Bedford-Stuyvesant,Entire home_apt,300,53
Brooklyn,Bedford-Stuyvesant,Private room,43,140
Manhattan,Washington Heights,Private room,75,357
Brooklyn,Bushwick,Private room,52,0
Brooklyn,Bensonhurst,Private room,85,58
Brooklyn,Sunset Park,Private room,50,108
Manhattan,West Village,Entire home_apt,483,364
Manhattan,Midtown,Entire home_apt,290,365
Manhattan,Midtown,Entire home_apt,225,249
Manhattan,Hell's Kitchen,Entire home_apt,550,360
Manhattan,Hell's Kitchen,Entire home_apt,450,365
Manhattan,Upper East Side,Entire home_apt,200,364
Brooklyn,Williamsburg,Private room,80,282
Manhattan,Midtown,Entire home_apt,360,364
Manhattan,Upper East Side,Entire home_apt,210,364
Manhattan,Kips Bay,Entire home_apt,210,364
Manhattan,Theater District,Entire home_apt,225,250
Brooklyn,Crown Heights,Private room,75,146
Manhattan,Hell's Kitchen,Private room,120,338
Brooklyn,Williamsburg,Private room,70,345
Manhattan,Financial District,Private room,1700,0
Manhattan,Harlem,Entire home_apt,195,257
Manhattan,East Harlem,Entire home_apt,89,15
Brooklyn,Bedford-Stuyvesant,Private room,65,334
Manhattan,Morningside Heights,Private room,45,1
Queens,Rockaway Beach,Private room,53,252
Queens,Elmhurst,Entire home_apt,125,315
Manhattan,Upper East Side,Entire home_apt,140,0
Manhattan,Gramercy,Entire home_apt,130,0
Brooklyn,Bedford-Stuyvesant,Private room,65,347
Bronx,Wakefield,Entire home_apt,75,188
Manhattan,Harlem,Private room,80,364
Brooklyn,Bedford-Stuyvesant,Private room,65,350
Brooklyn,Bedford-Stuyvesant,Private room,55,359
Manhattan,Kips Bay,Entire home_apt,110,8
Manhattan,Upper East Side,Entire home_apt,120,2
Brooklyn,Williamsburg,Private room,130,26
Manhattan,Upper East Side,Private room,120,171
Brooklyn,Williamsburg,Entire home_apt,162,314
Manhattan,Harlem,Private room,80,357
Staten Island,Tompkinsville,Private room,135,293
Brooklyn,Crown Heights,Entire home_apt,85,306
Manhattan,Midtown,Entire home_apt,699,204
Manhattan,Midtown,Entire home_apt,699,204
Manhattan,Midtown,Entire home_apt,699,204
Manhattan,Midtown,Entire home_apt,699,204
Manhattan,Midtown,Entire home_apt,699,204
Manhattan,Midtown,Entire home_apt,699,164
Manhattan,Midtown,Entire home_apt,699,204
Manhattan,Midtown,Entire home_apt,699,204
Manhattan,Midtown,Entire home_apt,699,206
Manhattan,Midtown,Entire home_apt,737,216
Manhattan,Midtown,Entire home_apt,737,200
Manhattan,Midtown,Entire home_apt,737,188
Manhattan,Midtown,Entire home_apt,737,222
Manhattan,Midtown,Entire home_apt,737,206
Manhattan,Midtown,Entire home_apt,737,249
Manhattan,Midtown,Entire home_apt,737,235
Manhattan,Midtown,Entire home_apt,737,230
Manhattan,Midtown,Entire home_apt,699,190
Manhattan,Midtown,Entire home_apt,699,176
Manhattan,Midtown,Entire home_apt,699,196
Manhattan,Midtown,Entire home_apt,737,153
Manhattan,Midtown,Entire home_apt,737,224
Queens,Ditmars Steinway,Private room,52,353
Brooklyn,Crown Heights,Private room,46,301
Brooklyn,Williamsburg,Private room,76,330
Brooklyn,Williamsburg,Private room,86,365
Queens,Ditmars Steinway,Private room,85,349
Manhattan,West Village,Entire home_apt,200,0
Brooklyn,Bedford-Stuyvesant,Private room,60,360
Manhattan,East Village,Private room,50,34
Queens,Ditmars Steinway,Private room,52,355
Queens,Cambria Heights,Private room,65,79
Brooklyn,Cypress Hills,Entire home_apt,89,180
Manhattan,Midtown,Entire home_apt,200,364
Manhattan,Midtown,Entire home_apt,154,364
Manhattan,Murray Hill,Entire home_apt,350,327
Queens,Ridgewood,Entire home_apt,120,40
Manhattan,Kips Bay,Entire home_apt,86,0
Brooklyn,Midwood,Private room,40,0
Manhattan,Hell's Kitchen,Private room,55,351
Manhattan,Hell's Kitchen,Private room,95,5
Brooklyn,Bushwick,Entire home_apt,250,260
Brooklyn,Williamsburg,Private room,55,5
Brooklyn,Williamsburg,Private room,86,365
Brooklyn,Williamsburg,Private room,86,342
Brooklyn,Bedford-Stuyvesant,Entire home_apt,250,314
Manhattan,Inwood,Private room,50,57
Brooklyn,Bushwick,Entire home_apt,245,128
Manhattan,Midtown,Entire home_apt,125,35
Bronx,Mott Haven,Entire home_apt,132,103
Manhattan,Harlem,Entire home_apt,112,24
Brooklyn,Williamsburg,Private room,65,0
Queens,Ridgewood,Private room,53,0
Queens,Flushing,Private room,38,123
Manhattan,Midtown,Entire home_apt,234,364
Manhattan,East Village,Private room,81,110
Manhattan,Midtown,Entire home_apt,350,364
Brooklyn,Bedford-Stuyvesant,Private room,55,0
Manhattan,Midtown,Entire home_apt,550,339
Brooklyn,Bushwick,Entire home_apt,175,54
Manhattan,Hell's Kitchen,Private room,110,232
Manhattan,Hell's Kitchen,Private room,110,267
Manhattan,Hell's Kitchen,Private room,115,230
Manhattan,Hell's Kitchen,Entire home_apt,236,364
Manhattan,Hell's Kitchen,Private room,105,241
Manhattan,Kips Bay,Entire home_apt,184,7
Brooklyn,Bedford-Stuyvesant,Private room,60,349
Brooklyn,Williamsburg,Private room,87,310
Brooklyn,Williamsburg,Private room,87,310
Brooklyn,Williamsburg,Private room,87,310
Brooklyn,Bedford-Stuyvesant,Private room,65,362
Manhattan,West Village,Entire home_apt,120,0
Queens,Ridgewood,Private room,45,312
Queens,Ridgewood,Private room,45,314
Queens,Ridgewood,Private room,45,347
Queens,Ridgewood,Private room,45,163
Queens,Ridgewood,Private room,45,321
Queens,Ridgewood,Private room,45,331
Queens,Ridgewood,Private room,45,340
Queens,Woodhaven,Private room,80,342
Manhattan,East Harlem,Private room,85,0
Manhattan,Gramercy,Entire home_apt,118,10
Manhattan,East Village,Private room,50,0
Manhattan,Upper East Side,Private room,99,0
Brooklyn,Bedford-Stuyvesant,Entire home_apt,204,225
Manhattan,Nolita,Entire home_apt,220,45
Manhattan,Theater District,Entire home_apt,325,0
Brooklyn,Red Hook,Private room,81,48
Bronx,Wakefield,Private room,60,269
Brooklyn,Red Hook,Private room,50,351
Manhattan,East Harlem,Private room,90,0
Brooklyn,Sunset Park,Private room,45,32
Manhattan,Murray Hill,Entire home_apt,180,364
Manhattan,Chelsea,Entire home_apt,320,364
Manhattan,Upper East Side,Entire home_apt,340,364
Manhattan,Upper East Side,Entire home_apt,395,346
Manhattan,Upper East Side,Entire home_apt,187,315
Queens,Breezy Point,Private room,195,59
Queens,Woodhaven,Entire home_apt,170,0
Manhattan,Little Italy,Entire home_apt,140,104
Brooklyn,Bedford-Stuyvesant,Entire home_apt,125,0
Manhattan,Hell's Kitchen,Private room,85,30
Queens,Flushing,Private room,73,317
Manhattan,Harlem,Private room,100,302
Brooklyn,Crown Heights,Entire home_apt,90,0
Brooklyn,Crown Heights,Entire home_apt,135,100
Brooklyn,South Slope,Private room,60,308
Manhattan,West Village,Entire home_apt,199,232
Queens,Flushing,Private room,80,365
Brooklyn,Bushwick,Private room,50,198
Manhattan,East Village,Private room,55,0
Brooklyn,East Flatbush,Private room,80,365
Queens,Flushing,Private room,95,353
Manhattan,Harlem,Entire home_apt,120,180
Bronx,Highbridge,Private room,10,180
Brooklyn,Fort Greene,Entire home_apt,110,365
Manhattan,Harlem,Private room,40,105
Brooklyn,Bushwick,Private room,50,0
Queens,Woodside,Private room,40,216
Brooklyn,Bushwick,Entire home_apt,99,173
Brooklyn,Bedford-Stuyvesant,Private room,65,37
Manhattan,Inwood,Entire home_apt,195,0
Manhattan,West Village,Entire home_apt,150,86
Manhattan,Chelsea,Private room,120,5
Queens,Woodhaven,Entire home_apt,170,0
Queens,Jackson Heights,Private room,80,175
Bronx,Longwood,Private room,35,179
Brooklyn,Bushwick,Entire home_apt,130,305
Queens,Flushing,Private room,30,153
Brooklyn,Bedford-Stuyvesant,Private room,53,13
Manhattan,Upper East Side,Entire home_apt,350,242
Brooklyn,Canarsie,Private room,50,180
Brooklyn,Flatbush,Entire home_apt,250,17
Brooklyn,Bedford-Stuyvesant,Private room,30,0
Brooklyn,Bushwick,Private room,56,158
Manhattan,East Harlem,Private room,98,209
Brooklyn,Flatbush,Private room,100,0
Brooklyn,Williamsburg,Entire home_apt,290,0
Bronx,Allerton,Entire home_apt,75,169
Brooklyn,Park Slope,Entire home_apt,130,2
Manhattan,East Village,Private room,98,29
Manhattan,Upper East Side,Entire home_apt,180,2
Manhattan,Upper East Side,Entire home_apt,200,0
Brooklyn,Williamsburg,Entire home_apt,250,0
Brooklyn,Bushwick,Private room,75,29
Manhattan,Nolita,Entire home_apt,300,119
Brooklyn,Bedford-Stuyvesant,Entire home_apt,180,69
Manhattan,Kips Bay,Entire home_apt,199,248
Brooklyn,East New York,Private room,65,287
Brooklyn,East New York,Private room,45,313
Manhattan,Harlem,Private room,90,29
Brooklyn,Bedford-Stuyvesant,Entire home_apt,150,0
Queens,Flushing,Private room,55,364
Queens,Ozone Park,Private room,51,87
Brooklyn,Bushwick,Private room,45,0
Brooklyn,Bedford-Stuyvesant,Private room,50,90
Brooklyn,Crown Heights,Private room,60,179
Queens,Flushing,Private room,60,363
Manhattan,Greenwich Village,Entire home_apt,300,188
Brooklyn,Fort Greene,Entire home_apt,375,0
Brooklyn,Sheepshead Bay,Entire home_apt,64,0
Brooklyn,Williamsburg,Private room,125,8
Brooklyn,Williamsburg,Entire home_apt,250,0
Manhattan,Harlem,Private room,40,0
Staten Island,Grymes Hill,Private room,89,65
Manhattan,East Village,Private room,80,9
Brooklyn,Williamsburg,Entire home_apt,600,328
Bronx,Fordham,Private room,75,210
Brooklyn,East Flatbush,Entire home_apt,110,223
Brooklyn,South Slope,Entire home_apt,150,144
Brooklyn,Williamsburg,Private room,90,9
Manhattan,Financial District,Entire home_apt,125,345
Manhattan,Chelsea,Entire home_apt,209,335
Manhattan,Midtown,Entire home_apt,287,219
Manhattan,Chelsea,Entire home_apt,202,279
Manhattan,Midtown,Entire home_apt,287,219
Manhattan,Chelsea,Entire home_apt,239,254
Manhattan,Midtown,Entire home_apt,287,218
Manhattan,Chelsea,Entire home_apt,232,311
Manhattan,Kips Bay,Entire home_apt,187,323
Manhattan,Murray Hill,Entire home_apt,175,49
Queens,Jackson Heights,Private room,60,315
Brooklyn,Williamsburg,Entire home_apt,310,87
Manhattan,Chelsea,Entire home_apt,200,6
Queens,Edgemere,Entire home_apt,200,311
Brooklyn,Greenpoint,Entire home_apt,650,168
Brooklyn,Greenpoint,Entire home_apt,75,177
Brooklyn,Kensington,Private room,40,28
Brooklyn,Bensonhurst,Entire home_apt,123,128
Manhattan,Hell's Kitchen,Private room,150,67
Brooklyn,Bushwick,Private room,47,0
Brooklyn,Bedford-Stuyvesant,Private room,31,62
Queens,Astoria,Private room,54,0
Manhattan,Midtown,Entire home_apt,235,249
Manhattan,Midtown,Entire home_apt,320,249
Manhattan,Midtown,Entire home_apt,495,364
Manhattan,Hell's Kitchen,Entire home_apt,300,365
Manhattan,Theater District,Entire home_apt,470,250
Manhattan,Hell's Kitchen,Entire home_apt,350,281
Manhattan,Hell's Kitchen,Entire home_apt,350,281
Manhattan,Midtown,Entire home_apt,200,339
Manhattan,Midtown,Entire home_apt,435,329
Brooklyn,Sunset Park,Entire home_apt,100,2
Manhattan,Upper West Side,Entire home_apt,200,342
Brooklyn,Williamsburg,Private room,130,90
Manhattan,Murray Hill,Entire home_apt,305,364
Manhattan,Upper West Side,Private room,99,0
Manhattan,Upper West Side,Entire home_apt,230,348
Queens,Richmond Hill,Entire home_apt,150,162
Manhattan,Upper West Side,Entire home_apt,220,364
Manhattan,Hell's Kitchen,Entire home_apt,250,275
Manhattan,Kips Bay,Entire home_apt,185,364
Manhattan,East Village,Entire home_apt,253,332
Manhattan,Upper East Side,Entire home_apt,150,364
Manhattan,Murray Hill,Entire home_apt,350,364
Manhattan,Financial District,Entire home_apt,135,332
Brooklyn,Bedford-Stuyvesant,Private room,50,179
Brooklyn,Brownsville,Private room,59,0
Manhattan,Hell's Kitchen,Private room,180,365
Brooklyn,Bensonhurst,Entire home_apt,113,96
Queens,Flushing,Private room,80,189
Queens,Astoria,Private room,45,249
Manhattan,Stuyvesant Town,Private room,100,0
Manhattan,Financial District,Entire home_apt,525,203
Brooklyn,Bedford-Stuyvesant,Private room,100,0
Queens,Ridgewood,Entire home_apt,105,93
